Event label;Date;LatitudeEvent;LatitudeEvent2;LongitudeEvent;LongitudeEvent2;Depth, water [m];Type of experiment [];Anoplogaster cornuta;Anoplogaster cornuta [g];Anoplogaster cornuta [g/m3];Arctozenus risso;Arctozenus risso [g];Arctozenus risso [g/m3];Argyropelecus hemigymnus;Argyropelecus hemigymnus [g];Argyropelecus hemigymnus [g/m3];Argyropelecus olfersii;Argyropelecus olfersii [g];Argyropelecus olfersii [g/m3];Astronesthes niger;Astronesthes niger [g];Astronesthes niger [g/m3];Avocettina infans;Avocettina infans [g];Avocettina infans [g/m3];Barbantus curvifrons;Barbantus curvifrons [g];Barbantus curvifrons [g/m3];Bathylagichthys greyae;Bathylagichthys greyae [g];Bathylagichthys greyae [g/m3];Bathylagus;Bathylagus [g];Bathylagus [g/m3];Bathylagus euryops;Bathylagus euryops [g];Bathylagus euryops [g/m3];Benthosema glaciale;Benthosema glaciale [g];Benthosema glaciale [g/m3];Beryx splendens;Beryx splendens [g];Beryx splendens [g/m3];Bolinichthys indicus;Bolinichthys indicus [g];Bolinichthys indicus [g/m3];Bolinichthys supralateralis;Bolinichthys supralateralis [g];Bolinichthys supralateralis [g/m3];Borostomias antarcticus;Borostomias antarcticus [g];Borostomias antarcticus [g/m3];Ceratoscopelus maderensis;Ceratoscopelus maderensis [g];Ceratoscopelus maderensis [g/m3];Chauliodus sloani;Chauliodus sloani [g];Chauliodus sloani [g/m3];Cyclothone;Cyclothone [g];Cyclothone [g/m3];Derichthys;Derichthys [g];Derichthys [g/m3];Derichthys serpentinus;Derichthys serpentinus [g];Derichthys serpentinus [g/m3];Diaphus;Diaphus [g];Diaphus [g/m3];Diaphus dumerilii;Diaphus dumerilii [g];Diaphus dumerilii [g/m3];Diaphus metopoclampus;Diaphus metopoclampus [g];Diaphus metopoclampus [g/m3];Diaphus mollis;Diaphus mollis [g];Diaphus mollis [g/m3];Dolicholagus longirostris;Dolicholagus longirostris [g];Dolicholagus longirostris [g/m3];Dolichopteryx longipes;Dolichopteryx longipes [g];Dolichopteryx longipes [g/m3];Electrona risso;Electrona risso [g];Electrona risso [g/m3];Entelurus aequoreus;Entelurus aequoreus [g];Entelurus aequoreus [g/m3];Eurypharynx pelecanoides;Eurypharynx pelecanoides [g];Eurypharynx pelecanoides [g/m3];Evermannella balbo;Evermannella balbo [g];Evermannella balbo [g/m3];Gadiculus argenteus;Gadiculus argenteus [g];Gadiculus argenteus [g/m3];Gonostoma elongatum;Gonostoma elongatum [g];Gonostoma elongatum [g/m3];Holtbyrnia anomala;Holtbyrnia anomala [g];Holtbyrnia anomala [g/m3];Holtbyrnia macrops;Holtbyrnia macrops [g];Holtbyrnia macrops [g/m3];Howella atlantica;Howella atlantica [g];Howella atlantica [g/m3];Lampadena atlantica;Lampadena atlantica [g];Lampadena atlantica [g/m3];Lampadena speculigera;Lampadena speculigera [g];Lampadena speculigera [g/m3];Lampadena urophaos;Lampadena urophaos [g];Lampadena urophaos [g/m3];Lampanyctus;Lampanyctus [g];Lampanyctus [g/m3];Lampanyctus crocodilus;Lampanyctus crocodilus [g];Lampanyctus crocodilus [g/m3];Lampanyctus festivus;Lampanyctus festivus [g];Lampanyctus festivus [g/m3];Lampanyctus macdonaldi;Lampanyctus macdonaldi [g];Lampanyctus macdonaldi [g/m3];Leptostomias gladiator;Leptostomias gladiator [g];Leptostomias gladiator [g/m3];Lestidiops affinis;Lestidiops affinis [g];Lestidiops affinis [g/m3];Lestidiops sphyrenoides;Lestidiops sphyrenoides [g];Lestidiops sphyrenoides [g/m3];Lobianchia gemellarii;Lobianchia gemellarii [g];Lobianchia gemellarii [g/m3];Lyconus brachycolus;Lyconus brachycolus [g];Lyconus brachycolus [g/m3];Macroparalepis affinis;Macroparalepis affinis [g];Macroparalepis affinis [g/m3];Magnisudis atlantica;Magnisudis atlantica [g];Magnisudis atlantica [g/m3];Malacosteus niger;Malacosteus niger [g];Malacosteus niger [g/m3];Maulisia argipalla;Maulisia argipalla [g];Maulisia argipalla [g/m3];Maulisia mauli;Maulisia mauli [g];Maulisia mauli [g/m3];Maulisia microlepis;Maulisia microlepis [g];Maulisia microlepis [g/m3];Maurolicus muelleri;Maurolicus muelleri [g];Maurolicus muelleri [g/m3];Melanolagus bericoides;Melanolagus bericoides [g];Melanolagus bericoides [g/m3];Melanonus zugmayeri;Melanonus zugmayeri [g];Melanonus zugmayeri [g/m3];Melanostigma atlanticum;Melanostigma atlanticum [g];Melanostigma atlanticum [g/m3];Melanostomias bartonbeani;Melanostomias bartonbeani [g];Melanostomias bartonbeani [g/m3];Mentodus rostratus;Mentodus rostratus [g];Mentodus rostratus [g/m3];Myctophidae;Myctophidae [g];Myctophidae [g/m3];Myctophum punctatum;Myctophum punctatum [g];Myctophum punctatum [g/m3];Nannobrachium;Nannobrachium [g];Nannobrachium [g/m3];Nannobrachium atrum;Nannobrachium atrum [g];Nannobrachium atrum [g/m3];Nansenia;Nansenia [g];Nansenia [g/m3];Nansenia oblita;Nansenia oblita [g];Nansenia oblita [g/m3];Neonesthes capensis;Neonesthes capensis [g];Neonesthes capensis [g/m3];Nessorhamphus ingolfianus;Nessorhamphus ingolfianus [g];Nessorhamphus ingolfianus [g/m3];Normichthys operosus;Normichthys operosus [g];Normichthys operosus [g/m3];Notoscopelus kroyeri;Notoscopelus kroyeri [g];Notoscopelus kroyeri [g/m3];Oneirodes anisacanthus;Oneirodes anisacanthus [g];Oneirodes anisacanthus [g/m3];Oneirodes carlsbergi;Oneirodes carlsbergi [g];Oneirodes carlsbergi [g/m3];Parabrotulidae;Parabrotulidae [g];Parabrotulidae [g/m3];Paralepis coregonoides;Paralepis coregonoides [g];Paralepis coregonoides [g/m3];Photostomias guernei;Photostomias guernei [g];Photostomias guernei [g/m3];Photostylus pycnopterus;Photostylus pycnopterus [g];Photostylus pycnopterus [g/m3];Platytroctidae;Platytroctidae [g];Platytroctidae [g/m3];Polymetme thaeocoryla;Polymetme thaeocoryla [g];Polymetme thaeocoryla [g/m3];Poromitra megalops;Poromitra megalops [g];Poromitra megalops [g/m3];Pseudoscopelus altipinnis;Pseudoscopelus altipinnis [g];Pseudoscopelus altipinnis [g/m3];Pseudoscopelus astronesthidens;Pseudoscopelus astronesthidens [g];Pseudoscopelus astronesthidens [g/m3];Pseudoscopelus pierbartus;Pseudoscopelus pierbartus [g];Pseudoscopelus pierbartus [g/m3];Rhadinesthes decimus;Rhadinesthes decimus [g];Rhadinesthes decimus [g/m3];Rondeletia loricata;Rondeletia loricata [g];Rondeletia loricata [g/m3];Rouleina attrita;Rouleina attrita [g];Rouleina attrita [g/m3];Sagamichthys schnakenbecki;Sagamichthys schnakenbecki [g];Sagamichthys schnakenbecki [g/m3];Scopelengys tristis;Scopelengys tristis [g];Scopelengys tristis [g/m3];Scopelogadus beanii;Scopelogadus beanii [g];Scopelogadus beanii [g/m3];Searsia koefoedi;Searsia koefoedi [g];Searsia koefoedi [g/m3];Serrivomer beanii;Serrivomer beanii [g];Serrivomer beanii [g/m3];Sigmops bathyphilus;Sigmops bathyphilus [g];Sigmops bathyphilus [g/m3];Sternoptyx diaphana;Sternoptyx diaphana [g];Sternoptyx diaphana [g/m3];Stomias boa boa;Stomias boa boa [g];Stomias boa boa [g/m3];Taaningichthys bathyphilus;Taaningichthys bathyphilus [g];Taaningichthys bathyphilus [g/m3];Xenodermichthys copei;Xenodermichthys copei [g];Xenodermichthys copei [g/m3]
M0892;28/10/2008;45,2996;45,263;-3,2935;-3,3724;500;field experiment;0;0;0;36;221;0,00002145;1;1;0,0000001;2;5;0,00000049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0,00000058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0,00000019;0;0;0;0;0;0;0;0;0;1;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16;0,00000155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;186;0,00001805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;94;0,00000912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;187;0,00001815;0;0;0;62;133;0,00001291
O0959;21/10/2010;45,1609;45,1557;-3,3646;-3,4558;300;field experiment;0;0;0;16;15;0,0000015;5;2;0,0000002;1;2;0,0000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;10;0,000001;0;0;0;2;2;0,0000002;0;0;0;0;0;0;98;218;0,00002181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;0,0000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0,0000012;0;0;0;1;2;0,0000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;11;0,0000011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0,0000012;0;0;0;13;47;0,0000047
O0964;22/10/2010;45,0694;45,0104;-3,1565;-3,1755;800;field experiment;0;0;0;37;188;0,00002005;4;3;0,00000032;15;148;0,00001578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;100;0,00001066;0;0;0;0;0;0;0;0;0;0;0;0;116;309;0,00003295;0;0;0;70;45;0,0000048;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;758;0,00008084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;0,00000192;0;0;0;1;2;0,00000021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;6;0,00000064;0;0;0;0;0;0;6;1;0,00000011;0;0;0;0;0;0;50;25;0,00000267;21;64;0,00000683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;90;0,0000096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0,00000021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;50;0,00000533;3;118;0,00001258;0;0;0;0;0;0;19;278;0,00002965;0;0;0;16;184;0,00001962
O0969;23/10/2010;43,6949;43,7174;-2,459;-2,5438;150;field experiment;0;0;0;1;1;0,0000001;2;2;0,0000002;1;4;0,0000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;22;0,00000217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;0,00000059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0,0000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;4;0,0000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;60;0,00000593;0;0;0;0;0;0
O0978;25/10/2010;44,804;44,8296;-2,6999;-2,7579;1600;field experiment;0;0;0;20;32;0,00000426;8;5;0,00000067;12;94;0,00001252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;804;0,00010708;612;612;0,00008151;0;0;0;0;0;0;0;0;0;11;72;0,00000959;32;82;0,00001092;0;0;0;160;66;0,00000879;0;0;0;1;18;0,0000024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;183;0,00002437;0;0;0;0;0;0;0;0;0;1;1;0,00000013;0;0;0;0;0;0;45;479;0,00006379;0;0;0;9;138;0,00001838;0;0;0;0;0;0;0;0;0;1;8;0,00000107;0;0;0;0;0;0;0;0;0;2;61;0,00000812;0;0;0;1;25;0,00000333;1;127;0,00001691;6;4;0,00000053;0;0;0;0;0;0;1;1;0,00000013;0;0;0;0;0;0;0;0;0;25;79;0,00001052;0;0;0;10;71;0,00000946;1;1;0,00000013;0;0;0;0;0;0;0;0;0;11;900;0,00011986;6;36;0,00000479;0;0;0;1;1;0,00000013;0;0;0;0;0;0;0;0;0;1;9;0,0000012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000013;0;0;0;0;0;0;9;926;0,00012333;10;20;0,00000266;0;0;0;11;379;0,00005048;1;1;0,00000013;5;50;0,00000666
O0983;26/10/2010;44,8188;44,8518;-2,7321;-2,8066;600;field experiment;0;0;0;26;95;0,00000984;6;4;0,00000041;47;464;0,00004807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;13;0,00000135;0;0;0;0;0;0;0;0;0;1;8;0,00000083;63;204;0,00002114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;418;0,00004331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0,00000073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;0,00000114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;54;0,00000559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;21;0,00000218;4;215;0,00002227;0;0;0;0;0;0;7;127;0,00001316;0;0;0;47;337;0,00003491
O0995;29/10/2010;45,9366;45,9474;-3,9509;-4,0329;800;field experiment;0;0;0;24;124;0,00001379;0;0;0;3;15;0,00000167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;53;0,00000589;0;0;0;0;0;0;0;0;0;0;0;0;8;22;0,00000245;0;0;0;27;18;0,000002;0;0;0;1;1;0,00000011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;805;0,00008952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0,00000033;0;0;0;0;0;0;23;23;0,00000256;0;0;0;0;0;0;3;1;0,00000011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;70;0,00000778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0,00000033;1;14;0,00000156;0;0;0;0;0;0;5;93;0,00001034;0;0;0;64;619;0,00006884
P1048;20/10/2011;45,9334;45,9135;-4,2679;-4,3166;1000;field experiment;0;0;0;69;251,6;0,00004133;0;0;0;7;48;0,00000789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;52;0,00000854;0;0;0;0;0;0;0;0;0;2;8;0,00000131;21;64;0,00001051;1;51,1;0,00000839;52;42,8;0,00000703;0;0;0;1;13,3;0,00000218;0;0;0;0;0;0;1;6;0,00000099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15;0,00000246;0;0;0;0;0;0;0;0;0;1;1;0,00000016;0;0;0;138;1087;0,00017857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;146;0,00002398;0;0;0;0;0;0;0;0;0;0;0;0;3;15;0,00000246;0;0;0;0;0;0;3;1;0,00000016;0;0;0;0;0;0;0;0;0;1;27;0,00000444;0;0;0;0;0;0;88;394,5;0,00006481;0;0;0;4;29,3;0,00000481;1;5;0,00000082;0;0;0;0;0;0;0;0;0;2;26;0,00000427;49;358;0,00005881;0;0;0;0;0;0;0;0;0;4;2;0,00000033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;17,5;0,00000287;0;0;0;0;0;0;1;18,5;0,00000304;13;334;0,00005487;0;0;0;0;0;0;15;422;0,00006933;3;18;0,00000296;0;0;0
P1053;21/10/2011;45,629;45,5779;-3,8989;-3,9134;1500;field experiment;0;0;0;38;164;0,00002032;1;0,4;0,00000005;9;260;0,00003221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;230;0,00002849;822;740;0,00009167;0;0;0;0;0;0;0;0;0;5;238;0,00002948;34;121;0,00001499;0;0;0;147;53;0,00000657;0;0;0;0;0;0;1;2,8;0,00000035;0;0;0;0;0;0;0;0;0;1;25;0,0000031;1;;        ;0;0;0;0;0;0;2;16;0,00000198;1;5;0,00000062;0;0;0;0;0;0;1;15;0,00000186;2;2;0,00000025;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0,00000099;81;881;0,00010914;0;0;0;1;21;0,0000026;0;0;0;0;0;0;0;0;0;7;61,8;0,00000766;0;0;0;1;1;0,00000012;0;0;0;1;8;0,00000099;0;0;0;0;0;0;0;0;0;4;2;0,00000025;0;0;0;1;38;0,00000471;5;5;0,00000062;0;0;0;0;0;0;16;3;0,00000037;22;91,1;0,00001129;0;0;0;26;279;0,00003456;1;7;0,00000087;0;0;0;1;;        ;0;0;0;76;1317;0,00016315;19;217;0,00002688;0;0;0;0;0;0;2;;        ;4;11;0,00000136;0;0;0;1;1;0,00000012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000012;0;0;0;1;;        ;0;0;0;0;0;0;0;0;0;0;0;0;9;260;0,00003221;2;2;0,00000025;0;0;0;15;302;0,00003741;3;9;0,00000111;20;237;0,00002936
P1062;23/10/2011;44,5523;44,5015;-2,4022;-2,4438;1000;field experiment;0;0;0;67;204;0,00002238;1;1;0,00000011;10;72;0,0000079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277;240,5;0,00002639;0;0;0;0;0;0;0;0;0;1;2;0,00000022;14;55;0,00000603;0;0;0;58;23,4;0,00000257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;474;0,000052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;27;0,00000296;0;0;0;3;11;0,00000121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;0,00000022;0;0;0;0;0;0;6;6;0,00000066;0;0;0;0;0;0;24;20;0,00000219;98;450;0,00004937;0;0;0;1;6;0,00000066;3;22,5;0,00000247;0;0;0;0;0;0;0;0;0;0;0;0;33;226;0,00002479;0;0;0;0;0;0;0;0;0;3;4;0,00000044;0;0;0;0;0;0;12;9;0,00000099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;146;0,00001602;11;215;0,00002359;2;4;0,00000044;0;0;0;23;458;0,00005025;0;0;0;21;189;0,00002074
P1067;24/10/2011;44,643;44,6815;-3,0686;-3,1263;1300;field experiment;0;0;0;48;200;0,00002311;2;3;0,00000035;2;14;0,00000162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;552;596,1;0,00006887;0;0;0;0;0;0;0;0;0;0;0;0;36;111,2;0,00001285;3;280;0,00003235;56;28;0,00000323;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0,00000035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;24;0,00000277;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0,00000069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;1015;0,00011727;0;0;0;1;20;0,00000231;0;0;0;0;0;0;0;0;0;1;9;0,00000104;0;0;0;8;9;0,00000104;0;0;0;0;0;0;1;21;0,00000243;1;1000;0,00011553;0;0;0;8;3;0,00000035;0;0;0;0;0;0;1;1;0,00000012;0;0;0;0;0;0;0;0;0;67;279;0,00003223;0;0;0;10;74;0,00000855;1;7;0,00000081;0;0;0;0;0;0;0;0;0;37;300;0,00003466;50;214;0,00002472;1;1;0,00000012;0;0;0;0;0;0;3;11;0,00000127;0;0;0;0;0;0;4;2;0,00000023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0,00000058;1;1;0,00000012;0;0;0;0;0;0;7;208;0,00002403;0;0;0;0;0;0;29;609;0,00007036;1;3;0,00000035;52;485;0,00005603
P1072;25/10/2011;43,6705;43,6878;-2,5335;-2,4571;1300;field experiment;0;0;0;37;142;0,00001583;2;2;0,00000022;7;65,3;0,00000728;0;0;0;0;0;0;1;7;0,00000078;0;0;0;0;0;0;0;0;0;1106;1032;0,00011503;0;0;0;0;0;0;2;26;0,0000029;1;102;0,00001137;8;34;0,00000379;4;231;0,00002575;78;36,5;0,00000407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000011;0;0;0;163;1838;0,00020487;0;0;0;4;84;0,00000936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0,00000089;0;0;0;4;96;0,0000107;0;0;0;28;10;0,00000111;0;0;0;0;0;0;5;12;0,00000134;0;0;0;0;0;0;0;0;0;14;50;0,00000557;0;0;0;38;393;0,00004381;0;0;0;0;0;0;0;0;0;0;0;0;55;433;0,00004826;24;175,3;0,00001954;0;0;0;0;0;0;0;0;0;4;4;0,00000045;0;0;0;1;2;0,00000022;5;5;0,00000056;0;0;0;1;;        ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;        ;0;0;0;0;0;0;0;0;0;3;85;0,00000947;29;1457;0,0001624;2;2;0,00000022;0;0;0;19;445;0,0000496;0;0;0;37;355;0,00003957
U0508;19/10/2016;45,8493;45,8152;-3,8275;-3,8796;551,44;field experiment;0;0;0;12;77;0,00000998;1;1;0,00000013;1;3;0,00000039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0,00000052;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0,00000039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;73;0,00000946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;38;0,00000492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;32;0,00000415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;128;0,00001659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;66;0,00000855;0;0;0;94;734;0,00009511
U0514;20/10/2016;45,6199;45,5765;-3,6958;-3,7498;735,78;field experiment;0;0;0;25;221;0,00002625;2;2;0,00000024;2;7;0,00000083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;50;0,00000594;0;0;0;0;0;0;0;0;0;0;0;0;3;19;0,00000226;0;0;0;367;254;0,00003017;0;0;0;1;13;0,00000154;0;0;0;0;0;0;1;6;0,00000071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;744;0,00008836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;26;0,00000309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2668;907;0,00010772;0;0;0;0;0;0;6;4;0,00000048;0;0;0;0;0;0;0;0;0;9;18;0,00000214;0;0;0;4;44;0,00000523;0;0;0;0;0;0;0;0;0;1;47;0,00000558;0;0;0;172;703;0,00008349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0,00000131;0;0;0;0;0;0;3;57;0,00000677;4;91;0,00001081;0;0;0;0;0;0;6;222;0,00002637;0;0;0;72;965;0,00011461
