Event label;Date;LatitudeEvent;LatitudeEvent2;LongitudeEvent;LongitudeEvent2;Depth, water [m];Type of experiment [];Anoplogaster cornuta;Anoplogaster cornuta [g];Anoplogaster cornuta [g/m3];Arctozenus risso;Arctozenus risso [g];Arctozenus risso [g/m3];Argyropelecus hemigymnus;Argyropelecus hemigymnus [g];Argyropelecus hemigymnus [g/m3];Argyropelecus olfersii;Argyropelecus olfersii [g];Argyropelecus olfersii [g/m3];Astronesthes niger;Astronesthes niger [g];Astronesthes niger [g/m3];Avocettina infans;Avocettina infans [g];Avocettina infans [g/m3];Barbantus curvifrons;Barbantus curvifrons [g];Barbantus curvifrons [g/m3];Bathylagichthys greyae;Bathylagichthys greyae [g];Bathylagichthys greyae [g/m3];Bathylagus;Bathylagus [g];Bathylagus [g/m3];Bathylagus euryops;Bathylagus euryops [g];Bathylagus euryops [g/m3];Benthosema glaciale;Benthosema glaciale [g];Benthosema glaciale [g/m3];Beryx splendens;Beryx splendens [g];Beryx splendens [g/m3];Bolinichthys indicus;Bolinichthys indicus [g];Bolinichthys indicus [g/m3];Bolinichthys supralateralis;Bolinichthys supralateralis [g];Bolinichthys supralateralis [g/m3];Borostomias antarcticus;Borostomias antarcticus [g];Borostomias antarcticus [g/m3];Ceratoscopelus maderensis;Ceratoscopelus maderensis [g];Ceratoscopelus maderensis [g/m3];Chauliodus sloani;Chauliodus sloani [g];Chauliodus sloani [g/m3];Cyclothone;Cyclothone [g];Cyclothone [g/m3];Derichthys;Derichthys [g];Derichthys [g/m3];Derichthys serpentinus;Derichthys serpentinus [g];Derichthys serpentinus [g/m3];Diaphus;Diaphus [g];Diaphus [g/m3];Diaphus dumerilii;Diaphus dumerilii [g];Diaphus dumerilii [g/m3];Diaphus metopoclampus;Diaphus metopoclampus [g];Diaphus metopoclampus [g/m3];Diaphus mollis;Diaphus mollis [g];Diaphus mollis [g/m3];Dolicholagus longirostris;Dolicholagus longirostris [g];Dolicholagus longirostris [g/m3];Dolichopteryx longipes;Dolichopteryx longipes [g];Dolichopteryx longipes [g/m3];Electrona risso;Electrona risso [g];Electrona risso [g/m3];Entelurus aequoreus;Entelurus aequoreus [g];Entelurus aequoreus [g/m3];Eurypharynx pelecanoides;Eurypharynx pelecanoides [g];Eurypharynx pelecanoides [g/m3];Evermannella balbo;Evermannella balbo [g];Evermannella balbo [g/m3];Gadiculus argenteus;Gadiculus argenteus [g];Gadiculus argenteus [g/m3];Gonostoma elongatum;Gonostoma elongatum [g];Gonostoma elongatum [g/m3];Holtbyrnia anomala;Holtbyrnia anomala [g];Holtbyrnia anomala [g/m3];Holtbyrnia macrops;Holtbyrnia macrops [g];Holtbyrnia macrops [g/m3];Howella atlantica;Howella atlantica [g];Howella atlantica [g/m3];Lampadena atlantica;Lampadena atlantica [g];Lampadena atlantica [g/m3];Lampadena speculigera;Lampadena speculigera [g];Lampadena speculigera [g/m3];Lampadena urophaos;Lampadena urophaos [g];Lampadena urophaos [g/m3];Lampanyctus;Lampanyctus [g];Lampanyctus [g/m3];Lampanyctus crocodilus;Lampanyctus crocodilus [g];Lampanyctus crocodilus [g/m3];Lampanyctus festivus;Lampanyctus festivus [g];Lampanyctus festivus [g/m3];Lampanyctus macdonaldi;Lampanyctus macdonaldi [g];Lampanyctus macdonaldi [g/m3];Leptostomias gladiator;Leptostomias gladiator [g];Leptostomias gladiator [g/m3];Lestidiops affinis;Lestidiops affinis [g];Lestidiops affinis [g/m3];Lestidiops sphyrenoides;Lestidiops sphyrenoides [g];Lestidiops sphyrenoides [g/m3];Lobianchia gemellarii;Lobianchia gemellarii [g];Lobianchia gemellarii [g/m3];Lyconus brachycolus;Lyconus brachycolus [g];Lyconus brachycolus [g/m3];Macroparalepis affinis;Macroparalepis affinis [g];Macroparalepis affinis [g/m3];Magnisudis atlantica;Magnisudis atlantica [g];Magnisudis atlantica [g/m3];Malacosteus niger;Malacosteus niger [g];Malacosteus niger [g/m3];Maulisia argipalla;Maulisia argipalla [g];Maulisia argipalla [g/m3];Maulisia mauli;Maulisia mauli [g];Maulisia mauli [g/m3];Maulisia microlepis;Maulisia microlepis [g];Maulisia microlepis [g/m3];Maurolicus muelleri;Maurolicus muelleri [g];Maurolicus muelleri [g/m3];Melanolagus bericoides;Melanolagus bericoides [g];Melanolagus bericoides [g/m3];Melanonus zugmayeri;Melanonus zugmayeri [g];Melanonus zugmayeri [g/m3];Melanostigma atlanticum;Melanostigma atlanticum [g];Melanostigma atlanticum [g/m3];Melanostomias bartonbeani;Melanostomias bartonbeani [g];Melanostomias bartonbeani [g/m3];Mentodus rostratus;Mentodus rostratus [g];Mentodus rostratus [g/m3];Myctophidae;Myctophidae [g];Myctophidae [g/m3];Myctophum punctatum;Myctophum punctatum [g];Myctophum punctatum [g/m3];Nannobrachium;Nannobrachium [g];Nannobrachium [g/m3];Nannobrachium atrum;Nannobrachium atrum [g];Nannobrachium atrum [g/m3];Nansenia;Nansenia [g];Nansenia [g/m3];Nansenia oblita;Nansenia oblita [g];Nansenia oblita [g/m3];Neonesthes capensis;Neonesthes capensis [g];Neonesthes capensis [g/m3];Nessorhamphus ingolfianus;Nessorhamphus ingolfianus [g];Nessorhamphus ingolfianus [g/m3];Normichthys operosus;Normichthys operosus [g];Normichthys operosus [g/m3];Notoscopelus kroyeri;Notoscopelus kroyeri [g];Notoscopelus kroyeri [g/m3];Oneirodes anisacanthus;Oneirodes anisacanthus [g];Oneirodes anisacanthus [g/m3];Oneirodes carlsbergi;Oneirodes carlsbergi [g];Oneirodes carlsbergi [g/m3];Parabrotulidae;Parabrotulidae [g];Parabrotulidae [g/m3];Paralepis coregonoides;Paralepis coregonoides [g];Paralepis coregonoides [g/m3];Photostomias guernei;Photostomias guernei [g];Photostomias guernei [g/m3];Photostylus pycnopterus;Photostylus pycnopterus [g];Photostylus pycnopterus [g/m3];Platytroctidae;Platytroctidae [g];Platytroctidae [g/m3];Polymetme thaeocoryla;Polymetme thaeocoryla [g];Polymetme thaeocoryla [g/m3];Poromitra megalops;Poromitra megalops [g];Poromitra megalops [g/m3];Pseudoscopelus altipinnis;Pseudoscopelus altipinnis [g];Pseudoscopelus altipinnis [g/m3];Pseudoscopelus astronesthidens;Pseudoscopelus astronesthidens [g];Pseudoscopelus astronesthidens [g/m3];Pseudoscopelus pierbartus;Pseudoscopelus pierbartus [g];Pseudoscopelus pierbartus [g/m3];Rhadinesthes decimus;Rhadinesthes decimus [g];Rhadinesthes decimus [g/m3];Rondeletia loricata;Rondeletia loricata [g];Rondeletia loricata [g/m3];Rouleina attrita;Rouleina attrita [g];Rouleina attrita [g/m3];Sagamichthys schnakenbecki;Sagamichthys schnakenbecki [g];Sagamichthys schnakenbecki [g/m3];Scopelengys tristis;Scopelengys tristis [g];Scopelengys tristis [g/m3];Scopelogadus beanii;Scopelogadus beanii [g];Scopelogadus beanii [g/m3];Searsia koefoedi;Searsia koefoedi [g];Searsia koefoedi [g/m3];Serrivomer beanii;Serrivomer beanii [g];Serrivomer beanii [g/m3];Sigmops bathyphilus;Sigmops bathyphilus [g];Sigmops bathyphilus [g/m3];Sternoptyx diaphana;Sternoptyx diaphana [g];Sternoptyx diaphana [g/m3];Stomias boa boa;Stomias boa boa [g];Stomias boa boa [g/m3];Taaningichthys bathyphilus;Taaningichthys bathyphilus [g];Taaningichthys bathyphilus [g/m3];Xenodermichthys copei;Xenodermichthys copei [g];Xenodermichthys copei [g/m3]
H0425;25/10/2003;43,851;43,917;-2,7818;-2,8091;200;field experiment;0;0;0;5;20;0,00000187;66;42;0,00000394;115;834;0,00007816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0,00000028;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0,00000037;0;0;0;12;12;0,00000112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0,00000075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;        ;2;3;0,00000028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0,00000028;0;0;0;1;6;0,00000056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;42;0,00000394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;36;0,00000337;0;0;0;9;70;0,00000656
H0431;26/10/2003;43,842;43,9051;-2,7794;-2,804;500;field experiment;0;0;0;41;169;0,00001664;19;12;0,00000118;21;152;0,00001497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0,00000039;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0,0000002;0;0;0;3;3;0,0000003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25;0,00000246;0;0;0;2;;        ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0,00000049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0,00000069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0,00000059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;321;0,00003161;0;0;0;0;0;0;4;72;0,00000709;0;0;0;45;354;0,00003486
H0467;01/11/2003;46,3221;46,2783;-5,0515;-5,1105;200;field experiment;0;0;0;0;0;0;0;0;0;11;79;0,00000852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;34;0,00000367;0;0;0;0;0;0;0;0;0;0;0;0;6;13;0,0000014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0,00000022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;31;0,00000334;0;0;0;1;6;0,00000065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;176;0,00001898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;47;0,00000507
L0731;20/10/2007;45,239;45,1795;-3,6895;-3,672;100;field experiment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2,1;0,00000022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L0736;21/10/2007;43,7506;43,7016;-2,1675;-2,0895;50;field experiment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;18;0,00000156;0;0;0;0;0;0;0;0;0;0;0;0;5;10;0,00000086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0,00000035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L0742;22/10/2007;44,3179;44,3788;-2,2116;-2,2388;500;field experiment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;12;0,00000121;0;0;0;1;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;25;0,00000252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0,0000004;2;5;0,0000005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;20;0,00000202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;39;0,00000394;0;0;0;0;0;0
L0747;23/10/2007;44,792;44,805;-2,7226;-2,7607;1600;field experiment;1;33;0,00000725;14;49;0,00001077;0;0;0;22;100;0,00002198;0;0;0;0;0;0;1;7;0,00000154;6;0;0;0;0;0;47;321;0,00007056;233;136;0,0000299;0;0;0;0;0;0;0;0;0;3;4;0,00000088;123;141;0,000031;2;57;0,00001253;27;15;0,0000033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;16,5;0,00000363;0;0;0;0;0;0;0;0;0;10;8;0,00000176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;549;0,00012068;0;0;0;22;378;0,00008309;0;0;0;0;0;0;0;0;0;4;45;0,00000989;0;0;0;0;0;0;0;0;0;4;96;0,0000211;1;4;0,00000088;3;166;0,00003649;1;63,5;0,00001396;0;0;0;1;9;0,00000198;0;0;0;1;2;0,00000044;0;0;0;0;0;0;0;0;0;11;46;0,00001011;0;0;0;48;266;0,00005847;0;0;0;0;0;0;0;0;0;0;0;0;110;1118;0,00024577;27;273;0,00006001;0;0;0;0;0;0;0;0;0;1;4;0,00000088;0;0;0;3;16;0,00000352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0,0000022;0;0;0;0;0;0;0;0;0;2;31;0,00000681;3;29;0,00000637;14;499,6;0,00010982;30;47;0,00001033;0;0;0;14;132;0,00002902;0;0;0;34;141;0,000031
L0752;24/10/2007;44,8483;44,8968;-2,3445;-2,3643;300;field experiment;0;0;0;1;2;0,00000026;0;0;0;24;43;0,0000055;0;0;0;0;0;0;0;0;0;1;;;0;0;0;0;0;0;9;6;0,00000077;0;0;0;0;0;0;0;0;0;0;0;0;605;1258;0,00016081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;32;0,00000409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;129,5;0,00001655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;119;0,00001521;0;0;0;3;20,4;0,00000261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0,00000051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0,00000064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;48;0,00000614;0;0;0;90;279;0,00003566
L0761;26/10/2007;44,942;44,891;-2,304;-2,285;500;field experiment;0;0;0;32;354;0,00004332;1;1;0,00000012;8;69;0,00000844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0,00000012;0;0;0;0;0;0;0;0;0;0;0;0;8;19;0,00000232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;1438;0,00017596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;39;0,00000477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;18;0,0000022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;577;0,0000706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;222;0,00002716;0;0;0;104;1036;0,00012677
L0766;27/10/2007;44,9993;45,0668;-2,7118;-2,7268;100;field experiment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;34,6;0,00000327;0;0;0;0;0;0;0;0;0;0;0;0;166;269;0,00002541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0,00000028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0,00000019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0,00000057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;15;0,00000142;0;0;0;0;0;0
M0855;22/10/2008;44,3308;44,3256;-2,2544;-2,3441;500;field experiment;0;0;0;46;190,2;0,00001907;3;1;0,0000001;28;203;0,00002035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;5;10,9;0,00000109;0;0;0;0;0;0;0;0;0;1;15;0,0000015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;120;0,00001203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,0000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;52;0,00000521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;41;0,00000411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0,0000011;0;0;0;0;0;0;12;167;0,00001674;0;0;0;80;755;0,00007569
M0862;23/10/2008;43,7731;43,7345;-2,2049;-2,2766;200;field experiment;0;0;0;11;28;0,0000028;2;1;0,0000001;7;39;0,0000039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;17;0,0000017;0;0;0;0;0;0;0;0;0;0;0;0;3;7;0,0000007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;0,000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0,0000002;2;8;0,0000008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;24;0,0000024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;70;0,00000699;0;0;0;80;316;0,00003157
M0876;25/10/2008;44,8091;44,777;-2,7974;-2,681;20;field experiment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000007;0;0;0;0;0;0;0;0;0;0;0;0;34;100;0,00000728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0,00000029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0,00000007;197;641;0,00004668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;23;0,00000167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;0,00000051;0;0;0;0;0;0
M0881;26/10/2008;45,0184;44,9596;-2,6865;-2,6625;500;field experiment;0;0;0;49;311;0,0000328;0;0;0;40;332;0,00003501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0,00000011;0;0;0;0;0;0;0;0;0;0;0;0;52;202;0,0000213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0,00000011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;0,00000285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;795,1;0,00008385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;123;0,00001297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;721;0,00007604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;326;0,00003438;0;0;0;100;944;0,00009955
M0887;27/10/2008;45,546;45,5985;-3,8802;-3,8554;1500;field experiment;0;0;0;1;1;0,00000012;1;1;0,00000012;1;17;0,00000198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;11;0,00000128;0;0;0;0;0;0;0;0;0;0;0;0;3;12;0,0000014;0;0;0;2;2;0,00000023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;23;0,00000268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;19;0,00000222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0,0000014;4;14;0,00000163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0,00000047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;64;0,00000747;0;0;0;4;24;0,0000028
